[7/9/21 03:37PM]  [ Sad ] Player received drop: x1 Execution helm, id: 4684, amount: 1, from: Lucifer	
[7/9/21 05:05PM]  [ Weedmasteris ] Player received drop: x1 Icey staff of festive, id: 14924, amount: 1, from: Mewtwo	
[7/9/21 05:06PM]  [ Kai ] Player received drop: x1 Nature crossbow, id: 14919, amount: 1, from: Squirtle	
[7/9/21 05:06PM]  [ Im A Turtle ] Player received drop: x1 Demonic Sword, id: 14915, amount: 1, from: Luigi	
[7/9/21 05:06PM]  [ Buffus ] Player received drop: x1 Demonic Sword, id: 14915, amount: 1, from: Mewtwo	
[7/9/21 05:07PM]  [ Fev ] Player received drop: x1 Demonic Sword, id: 14915, amount: 1, from: Sonic	
[7/9/21 05:07PM]  [ Drewdog ] Player received drop: x1 Demonic Sword, id: 14915, amount: 1, from: Patrick	
[7/9/21 05:09PM]  [ Loac ] Player received drop: x1 Demonic Sword, id: 14915, amount: 1, from: Mewtwo	
[7/9/21 05:09PM]  [ Kai ] Player received drop: x1 Icey staff of festive, id: 14924, amount: 1, from: Squirtle	
[7/9/21 05:12PM]  [ Eli ] Player received drop: x1 Icey staff of festive, id: 14924, amount: 1, from: Luigi	
[7/9/21 05:13PM]  [ Monitor Tan ] Player received drop: x1 Nature crossbow, id: 14919, amount: 1, from: Mewtwo	
[7/9/21 05:17PM]  [ Chinwag ] Player received drop: x1 Demonic Sword, id: 14915, amount: 1, from: Mewtwo	
[7/9/21 05:17PM]  [ S L E E P Y ] Player received drop: x1 Demonic Sword, id: 14915, amount: 1, from: Mewtwo	
[7/9/21 05:21PM]  [ Kai ] Player received drop: x1 Icey staff of festive, id: 14924, amount: 1, from: Mewtwo	
[7/9/21 05:21PM]  [ Netavarupals ] Player received drop: x1 Nature crossbow, id: 14919, amount: 1, from: Mewtwo	
[7/9/21 05:22PM]  [ Eliastofar ] Player received drop: x1 Icey staff of festive, id: 14924, amount: 1, from: Luigi	
[7/9/21 05:22PM]  [ Pkbeby ] Player received drop: x1 Icey staff of festive, id: 14924, amount: 1, from: Mewtwo	
[7/9/21 05:23PM]  [ The Kins ] Player received drop: x1 Nature crossbow, id: 14919, amount: 1, from: Squirtle	
[7/9/21 05:24PM]  [ The Kins ] Player received drop: x1 Icey staff of festive, id: 14924, amount: 1, from: Squirtle	
[7/9/21 05:25PM]  [ Netavarupals ] Player received drop: x1 Icey staff of festive, id: 14924, amount: 1, from: Mewtwo	
[7/9/21 05:27PM]  [ Blessthyfall ] Player received drop: x1 Nature crossbow, id: 14919, amount: 1, from: Luigi	
[7/9/21 05:33PM]  [ Chrisydon ] Player received drop: x1 Icey staff of festive, id: 14924, amount: 1, from: Luigi	
[7/9/21 05:33PM]  [ Voices ] Player received drop: x1 Demonic Sword, id: 14915, amount: 1, from: Patrick	
[7/9/21 05:33PM]  [ Valkyrie ] Player received drop: x1 Icey staff of festive, id: 14924, amount: 1, from: Sonic	
[7/9/21 05:37PM]  [ Sharam123 ] Player received drop: x1 Demonic Sword, id: 14915, amount: 1, from: Mewtwo	
[7/9/21 05:37PM]  [ T E F A V2 ] Player received drop: x1 Icey staff of festive, id: 14924, amount: 1, from: Squirtle	
[7/9/21 05:38PM]  [ Tapke ] Player received drop: x1 Icey staff of festive, id: 14924, amount: 1, from: Squirtle	
[7/9/21 05:41PM]  [ Tapke ] Player received drop: x1 Nature crossbow, id: 14919, amount: 1, from: Squirtle	
[7/9/21 05:43PM]  [ Currency ] Player received drop: x1 Infinite prayer potion (T3), id: 23123, amount: 1, from: Zenyte	
[7/9/21 05:43PM]  [ Sawkhuwah ] Player received drop: x1 Nature crossbow, id: 14919, amount: 1, from: Luigi	
[7/9/21 05:45PM]  [ Panic ] Player received drop: x1 Nature crossbow, id: 14919, amount: 1, from: Mewtwo	
[7/9/21 05:47PM]  [ Kai ] Player received drop: x1 Icey staff of festive, id: 14924, amount: 1, from: Mewtwo	
[7/9/21 05:50PM]  [ Lsd2 ] Player received drop: x1 Icey staff of festive, id: 14924, amount: 1, from: Squirtle	
[7/9/21 05:51PM]  [ Iron Hoe ] Player received drop: x1 Demonic Sword, id: 14915, amount: 1, from: Luigi	
[7/9/21 05:52PM]  [ Leigh ] Player received drop: x1 Icey staff of festive, id: 14924, amount: 1, from: Sonic	
[7/9/21 05:53PM]  [ Sup Im God ] Player received drop: x1 Infinite overload potion (T3), id: 23126, amount: 1, from: Vote Boss	
[7/9/21 05:53PM]  [ Aa ] Player received drop: x1 Aura (T6), id: 23049, amount: 1, from: Vote Boss	
[7/9/21 05:56PM]  [ Batty ] Player received drop: x1 Demonic Sword, id: 14915, amount: 1, from: Luigi	
[7/9/21 05:59PM]  [ Lileiri ] Player received drop: x1 Nature crossbow, id: 14919, amount: 1, from: Squirtle	
[7/9/21 05:59PM]  [ Rapid Rsps ] Player received drop: x1 Demonic Sword, id: 14915, amount: 1, from: Squirtle	
[7/9/21 06:02PM]  [ Justin ] Player received drop: x1 Nature crossbow, id: 14919, amount: 1, from: Squirtle	
[7/9/21 06:03PM]  [ Worldwolf ] Player received drop: x1 Nature crossbow, id: 14919, amount: 1, from: Squirtle	
[7/9/21 06:05PM]  [ Eliaas ] Player received drop: x1 Icey staff of festive, id: 14924, amount: 1, from: Luigi	
[7/9/21 06:09PM]  [ Eliastofar ] Player received drop: x1 Icey staff of festive, id: 14924, amount: 1, from: Squirtle	
[7/9/21 06:10PM]  [ Saiki ] Player received drop: x1 Nature crossbow, id: 14919, amount: 1, from: Mewtwo	
[7/9/21 06:11PM]  [ Jouni ] Player received drop: x1 Crystalized cape, id: 20591, amount: 1, from: Scarlet Falcon	
[7/9/21 06:12PM]  [ Slaya ] Player received drop: x1 Nature crossbow, id: 14919, amount: 1, from: Mewtwo	
[7/9/21 06:12PM]  [ Jouni ] Player received drop: x1 Crystalized gloves, id: 14063, amount: 1, from: Scarlet Falcon	
[7/9/21 06:17PM]  [ Batty ] Player received drop: x1 Icey staff of festive, id: 14924, amount: 1, from: Squirtle	
[7/9/21 06:19PM]  [ Vet Divine ] Player received drop: x1 Nature crossbow, id: 14919, amount: 1, from: Luigi	
[7/9/21 06:19PM]  [ Jouni ] Player received drop: x1 Crystalized body, id: 14061, amount: 1, from: Crystal Queen	
[7/9/21 06:19PM]  [ N3rd ] Player received drop: x1 Moonlight spirit shield, id: 20057, amount: 1, from: Eternal Dragon	
[7/9/21 06:27PM]  [ Panic ] Player received drop: x1 Moonlight cape, id: 19909, amount: 1, from: Eternal Dragon	
[7/9/21 06:28PM]  [ Koi ] Player received drop: x1 Demonic Sword, id: 14915, amount: 1, from: Luigi	
[7/9/21 06:29PM]  [ Spherix ] Player received drop: x1 Demonic Sword, id: 14915, amount: 1, from: Mewtwo	
[7/9/21 06:30PM]  [ Spherix ] Player received drop: x1 Icey staff of festive, id: 14924, amount: 1, from: Mewtwo	
[7/9/21 06:32PM]  [ Jouni ] Player received drop: x1 Crystalized helm, id: 14060, amount: 1, from: Crystal Queen	
[7/9/21 06:34PM]  [ Eliaas ] Player received drop: x1 Demonic Sword, id: 14915, amount: 1, from: Squirtle	
[7/9/21 06:35PM]  [ Not Wingz ] Player received drop: x1 Demonic Sword, id: 14915, amount: 1, from: Luigi	
[7/9/21 06:37PM]  [ Worldwolf ] Player received drop: x1 Icey staff of festive, id: 14924, amount: 1, from: Squirtle	
[7/9/21 06:39PM]  [ Mex ] Player received drop: x1 Demonic Sword, id: 14915, amount: 1, from: Patrick	
[7/9/21 06:41PM]  [ Inkline ] Player received drop: x1 Icey staff of festive, id: 14924, amount: 1, from: Sonic	
[7/9/21 06:43PM]  [ Mex ] Player received drop: x1 Demonic Sword, id: 14915, amount: 1, from: Patrick	
[7/9/21 06:43PM]  [ Koi ] Player received drop: x1 Icey staff of festive, id: 14924, amount: 1, from: Squirtle	
[7/9/21 06:46PM]  [ Jeepr ] Player received drop: x1 Demonic Sword, id: 14915, amount: 1, from: Mewtwo	
[7/9/21 06:47PM]  [ L S D ] Player received drop: x1 Moonlight boots, id: 18785, amount: 1, from: Eternal Dragon	
[7/9/21 06:47PM]  [ Sora ] Player received drop: x1 Demonic Sword, id: 14915, amount: 1, from: Patrick	
[7/9/21 06:48PM]  [ Koi ] Player received drop: x1 Demonic Sword, id: 14915, amount: 1, from: Squirtle	
[7/9/21 06:48PM]  [ Blessthyfall ] Player received drop: x1 Execution Vitur, id: 12535, amount: 1, from: Elite Dragon	
[7/9/21 06:51PM]  [ Sora ] Player received drop: x1 Demonic Sword, id: 14915, amount: 1, from: Patrick	
[7/9/21 06:53PM]  [ Bigcaprisun ] Player received drop: x1 Nature crossbow, id: 14919, amount: 1, from: Patrick	
[7/9/21 06:53PM]  [ Pvp2max ] Player received drop: x1 Icey staff of festive, id: 14924, amount: 1, from: Sonic	
[7/9/21 06:54PM]  [ Jouni ] Player received drop: x1 Crystalized helm, id: 14060, amount: 1, from: Crystal Queen	
[7/9/21 06:55PM]  [ Rexxx ] Player received drop: x1 Nature crossbow, id: 14919, amount: 1, from: Mewtwo	
[7/9/21 06:56PM]  [ Jouni ] Player received drop: x1 Crystalized body, id: 14061, amount: 1, from: Crystal Queen	
[7/9/21 06:59PM]  [ Opulent ] Player received drop: x1 Nature crossbow, id: 14919, amount: 1, from: Squirtle	
[7/9/21 06:59PM]  [ Razta ] Player received drop: x1 Crystalized helm, id: 14060, amount: 1, from: Crystal Queen	
[7/9/21 07:00PM]  [ Fighter ] Player received drop: x1 Nature crossbow, id: 14919, amount: 1, from: Squirtle	
[7/9/21 07:01PM]  [ Perfect ] Player received drop: x1 Demonic Sword, id: 14915, amount: 1, from: Squirtle	
[7/9/21 07:02PM]  [ Joeraze ] Player received drop: x1 Aura (T3), id: 23046, amount: 1, from: Crazy Witch	
[7/9/21 07:03PM]  [ Slaya ] Player received drop: x1 Demonic Sword, id: 14915, amount: 1, from: Mewtwo	
[7/9/21 07:03PM]  [ King Pr0d ] Player received drop: x1 Nature crossbow, id: 14919, amount: 1, from: Sonic	
[7/9/21 07:05PM]  [ Seittit Gib ] Player received drop: x1 Crystalized boots, id: 14064, amount: 1, from: Scarlet Falcon	
[7/9/21 07:07PM]  [ Vioxc ] Player received drop: x1 Icey staff of festive, id: 14924, amount: 1, from: Squirtle	
[7/9/21 07:08PM]  [ King Pr0d ] Player received drop: x1 Nature crossbow, id: 14919, amount: 1, from: Sonic	
[7/9/21 07:09PM]  [ King Pr0d ] Player received drop: x1 Nature crossbow, id: 14919, amount: 1, from: Sonic	
[7/9/21 07:10PM]  [ Jouni ] Player received drop: x1 Crystalized body, id: 14061, amount: 1, from: Crystal Queen	
[7/9/21 07:11PM]  [ Salad ] Player received drop: x1 Crystalized gloves, id: 14063, amount: 1, from: Scarlet Falcon	
[7/9/21 07:11PM]  [ Eliastofar ] Player received drop: x1 Moonlight gloves, id: 18802, amount: 1, from: Eternal Dragon	
[7/9/21 07:11PM]  [ Slaya ] Player received drop: x1 Nature crossbow, id: 14919, amount: 1, from: Mewtwo	
[7/9/21 07:12PM]  [ Salad ] Player received drop: x1 Execution cape, id: 9939, amount: 1, from: Elite Dragon	
[7/9/21 07:15PM]  [ Lsd2 ] Player received drop: x1 Demonic Sword, id: 14915, amount: 1, from: Mewtwo	
[7/9/21 07:16PM]  [ Fapsack ] Player received drop: x1 Nature crossbow, id: 14919, amount: 1, from: Squirtle	
[7/9/21 07:17PM]  [ Eliaas ] Player received drop: x1 Nature crossbow, id: 14919, amount: 1, from: Mewtwo	
[7/9/21 07:17PM]  [ Reap Rapid ] Player received drop: x1 Nature crossbow, id: 14919, amount: 1, from: Sonic	
[7/9/21 07:18PM]  [ Sora ] Player received drop: x1 Nature crossbow, id: 14919, amount: 1, from: Squirtle	
[7/9/21 07:18PM]  [ Custome3 ] Player received drop: x1 Nature crossbow, id: 14919, amount: 1, from: Sonic	
[7/9/21 07:21PM]  [ King Pr0d ] Player received drop: x1 Demonic Sword, id: 14915, amount: 1, from: Sonic	
[7/9/21 07:21PM]  [ Jjjoh10 ] Player received drop: x1 Nature crossbow, id: 14919, amount: 1, from: Luigi	
[7/9/21 07:22PM]  [ Jjjoh10 ] Player received drop: x1 Demonic Sword, id: 14915, amount: 1, from: Luigi	
[7/9/21 07:23PM]  [ Sideshowbob ] Player received drop: x1 Demonic Sword, id: 14915, amount: 1, from: Patrick	
[7/9/21 07:24PM]  [ Boob ] Player received drop: x1 Icey staff of festive, id: 14924, amount: 1, from: Squirtle	
[7/9/21 07:25PM]  [ Fighter ] Player received drop: x1 Demonic Sword, id: 14915, amount: 1, from: Squirtle	
[7/9/21 07:25PM]  [ Jjjoh10 ] Player received drop: x1 Demonic Sword, id: 14915, amount: 1, from: Squirtle	
[7/9/21 07:30PM]  [ Loac ] Player received drop: x1 Execution cape, id: 9939, amount: 1, from: Elite Dragon	
[7/9/21 07:30PM]  [ Monitor Tan ] Player received drop: x1 Demonic Sword, id: 14915, amount: 1, from: Mewtwo	
[7/9/21 07:33PM]  [ Eliastofar ] Player received drop: x1 Corrupt moonlight staff, id: 18629, amount: 1, from: Eternal Dragon	
[7/9/21 07:37PM]  [ Eliaas ] Player received drop: x1 Icey staff of festive, id: 14924, amount: 1, from: Mewtwo	
[7/9/21 07:38PM]  [ N3rd ] Player received drop: x1 Corrupt moonlight staff, id: 18629, amount: 1, from: Eternal Dragon	
[7/9/21 07:38PM]  [ Sarky ] Player received drop: x1 Icey staff of festive, id: 14924, amount: 1, from: Patrick	
[7/9/21 07:39PM]  [ Eliastofar ] Player received drop: x1 Moonlight spirit shield, id: 20057, amount: 1, from: Eternal Dragon	
[7/9/21 07:40PM]  [ Thekid ] Player received drop: x1 Icey staff of festive, id: 14924, amount: 1, from: Squirtle	
[7/9/21 07:41PM]  [ Jouni ] Player received drop: x1 Crystalized helm, id: 14060, amount: 1, from: Crystal Queen	
[7/9/21 07:42PM]  [ Dogdon ] Player received drop: x1 Demonic Sword, id: 14915, amount: 1, from: Squirtle	
[7/9/21 07:43PM]  [ Swine ] Player received drop: x1 Demonic Sword, id: 14915, amount: 1, from: Mewtwo	
[7/9/21 07:46PM]  [ Pxrn ] Player received drop: x1 Icey staff of festive, id: 14924, amount: 1, from: Mewtwo	
[7/9/21 07:46PM]  [ Boob ] Player received drop: x1 Demonic Sword, id: 14915, amount: 1, from: Mewtwo	
[7/9/21 07:49PM]  [ Loac ] Player received drop: x1 Moonlight gloves, id: 18802, amount: 1, from: Eternal Dragon	
[7/9/21 07:51PM]  [ Dogdon ] Player received drop: x1 Nature crossbow, id: 14919, amount: 1, from: Mewtwo	
[7/9/21 07:51PM]  [ Ashe ] Player received drop: x1 Nature crossbow, id: 14919, amount: 1, from: Squirtle	
[7/9/21 07:51PM]  [ Dinks1024 ] Player received drop: x1 Nature crossbow, id: 14919, amount: 1, from: Patrick	
[7/9/21 07:52PM]  [ Fesea ] Player received drop: x1 Icey staff of festive, id: 14924, amount: 1, from: Squirtle	
[7/9/21 07:58PM]  [ Crow ] Player received drop: x1 Demonic Sword, id: 14915, amount: 1, from: Sonic	
[7/9/21 08:02PM]  [ Mex ] Player received drop: x1 Nature crossbow, id: 14919, amount: 1, from: Mewtwo	
[7/9/21 08:03PM]  [ Loac ] Player received drop: x1 Execution legs, id: 4686, amount: 1, from: Lucifer	
[7/9/21 08:11PM]  [ Draconic ] Player received drop: x1 Aura (T6), id: 23049, amount: 1, from: Vote Boss	
[7/9/21 08:15PM]  [ Dab ] Player received drop: x1 Icey staff of festive, id: 14924, amount: 1, from: Mewtwo	
[7/9/21 08:19PM]  [ Dr X ] Player received drop: x1 Demonic Sword, id: 14915, amount: 1, from: Patrick	
[7/9/21 08:20PM]  [ Eggwash ] Player received drop: x1 Crystalized cape, id: 20591, amount: 1, from: Scarlet Falcon	
[7/9/21 08:22PM]  [ Panic ] Player received drop: x1 Execution legs, id: 4686, amount: 1, from: Lucifer	
[7/9/21 08:22PM]  [ Swine ] Player received drop: x1 Icey staff of festive, id: 14924, amount: 1, from: Sonic	
[7/9/21 08:22PM]  [ Childsupport ] Player received drop: x1 Icey staff of festive, id: 14924, amount: 1, from: Sonic	
[7/9/21 08:28PM]  [ Loli ] Player received drop: x1 Nature crossbow, id: 14919, amount: 1, from: Luigi	
[7/9/21 08:30PM]  [ Ceraxy ] Player received drop: x1 Execution gloves, id: 8273, amount: 1, from: Elite Dragon	
[7/9/21 08:32PM]  [ Kirito ] Player received drop: x1 Nature crossbow, id: 14919, amount: 1, from: Squirtle	
[7/9/21 08:33PM]  [ Ceraxy ] Player received drop: x1 Execution boots, id: 8274, amount: 1, from: Elite Dragon	
[7/9/21 08:36PM]  [ Mr 45 ] Player received drop: x1 Nature crossbow, id: 14919, amount: 1, from: Patrick	
[7/9/21 08:42PM]  [ Chookity ] Player received drop: x1 Demonic Sword, id: 14915, amount: 1, from: Patrick	
[7/9/21 08:42PM]  [ B00tyswag ] Player received drop: x1 Icey staff of festive, id: 14924, amount: 1, from: Patrick	
[7/9/21 08:43PM]  [ Ohio ] Player received drop: x1 Nature crossbow, id: 14919, amount: 1, from: Luigi	
[7/9/21 08:43PM]  [ Spherix ] Player received drop: x1 Fury's Swipe prayer scroll, id: 23166, amount: 1, from: Iron	
[7/9/21 08:43PM]  [ Custome3 ] Player received drop: x1 Coup De Grace prayer scroll, id: 23169, amount: 1, from: Iron	
[7/9/21 08:46PM]  [ Kanye ] Player received drop: x1 Demonic Sword, id: 14915, amount: 1, from: Patrick	
[7/9/21 08:48PM]  [ Gomen ] Player received drop: x1 Icey staff of festive, id: 14924, amount: 1, from: Luigi	
[7/9/21 08:48PM]  [ Chookity ] Player received drop: x1 Icey staff of festive, id: 14924, amount: 1, from: Patrick	
[7/9/21 08:50PM]  [ Boob ] Player received drop: x1 Icey staff of festive, id: 14924, amount: 1, from: Mewtwo	
[7/9/21 08:53PM]  [ Vibe ] Player received drop: x1 Nature crossbow, id: 14919, amount: 1, from: Mewtwo	
[7/9/21 08:53PM]  [ Torture ] Player received drop: x1 Demonic Sword, id: 14915, amount: 1, from: Sonic	
[7/9/21 08:53PM]  [ Loli ] Player received drop: x1 Icey staff of festive, id: 14924, amount: 1, from: Mewtwo	
[7/9/21 08:54PM]  [ Sasori ] Player received drop: x1 Icey staff of festive, id: 14924, amount: 1, from: Mewtwo	
[7/9/21 08:54PM]  [ Rhino ] Player received drop: x1 Demonic Sword, id: 14915, amount: 1, from: Luigi	
[7/9/21 08:55PM]  [ Loli ] Player received drop: x1 Demonic Sword, id: 14915, amount: 1, from: Mewtwo	
[7/9/21 08:57PM]  [ 25x ] Player received drop: x1 Nymora helm, id: 23061, amount: 1, from: Dark Supreme	
[7/9/21 08:58PM]  [ Bliss ] Player received drop: x1 Nature crossbow, id: 14919, amount: 1, from: Sonic	
[7/9/21 08:59PM]  [ Zino ] Player received drop: x1 Vindicta book, id: 23175, amount: 1, from: Fractite Demon	
[7/9/21 09:00PM]  [ Loli ] Player received drop: x1 Nymora helm, id: 23061, amount: 1, from: Dark Supreme	
[7/9/21 09:08PM]  [ Torture ] Player received drop: x1 Nature crossbow, id: 14919, amount: 1, from: Patrick	
[7/9/21 09:10PM]  [ Will Of Ares ] Player received drop: x1 Icey staff of festive, id: 14924, amount: 1, from: Squirtle	
[7/9/21 09:11PM]  [ Wonderpooch ] Player received drop: x1 Demonic Sword, id: 14915, amount: 1, from: Patrick	
[7/9/21 09:15PM]  [ Jii ] Player received drop: x1 Demonic Sword, id: 14915, amount: 1, from: Squirtle	
[7/9/21 09:16PM]  [ Jii ] Player received drop: x1 Demonic Sword, id: 14915, amount: 1, from: Squirtle	
[7/9/21 09:18PM]  [ Fesea ] Player received drop: x1 Icey staff of festive, id: 14924, amount: 1, from: Mewtwo	
[7/9/21 09:20PM]  [ Kix ] Player received drop: x1 Vindicta body, id: 23076, amount: 1, from: Fractite Demon	
[7/9/21 09:21PM]  [ Tic Is Real ] Player received drop: x1 Nature crossbow, id: 14919, amount: 1, from: Mewtwo	
[7/9/21 09:23PM]  [ Feed My Ego ] Player received drop: x1 Demonic Sword, id: 14915, amount: 1, from: Luigi	
[7/9/21 09:25PM]  [ Johnnyapple ] Player received drop: x1 Icey staff of festive, id: 14924, amount: 1, from: Luigi	
[7/9/21 09:25PM]  [ Azn Turtle ] Player received drop: x1 Nature crossbow, id: 14919, amount: 1, from: Luigi	
[7/9/21 09:29PM]  [ Azn Turtle ] Player received drop: x1 Nature crossbow, id: 14919, amount: 1, from: Luigi	
[7/9/21 09:29PM]  [ Jii ] Player received drop: x1 Demonic Sword, id: 14915, amount: 1, from: Mewtwo	
[7/9/21 09:32PM]  [ Jii ] Player received drop: x1 Icey staff of festive, id: 14924, amount: 1, from: Mewtwo	
[7/9/21 09:36PM]  [ Kanye ] Player received drop: x1 Icey staff of festive, id: 14924, amount: 1, from: Squirtle	
[7/9/21 09:37PM]  [ Azn Turtle ] Player received drop: x1 Icey staff of festive, id: 14924, amount: 1, from: Squirtle	
[7/9/21 09:44PM]  [ Soft ] Player received drop: x1 Nature crossbow, id: 14919, amount: 1, from: Mewtwo	
[7/9/21 09:44PM]  [ Loli ] Player received drop: x1 Execution boots, id: 8274, amount: 1, from: Elite Dragon	
[7/9/21 09:46PM]  [ Juju ] Player received drop: x1 Nature crossbow, id: 14919, amount: 1, from: Sonic	
[7/9/21 09:54PM]  [ Juju ] Player received drop: x1 Demonic Sword, id: 14915, amount: 1, from: Sonic	
[7/9/21 09:54PM]  [ Loli ] Player received drop: x1 Execution boots, id: 8274, amount: 1, from: Elite Dragon	
[7/9/21 09:56PM]  [ T E F A V2 ] Player received drop: x1 Icey staff of festive, id: 14924, amount: 1, from: Sonic	
[7/9/21 09:57PM]  [ Juju ] Player received drop: x1 Nature crossbow, id: 14919, amount: 1, from: Sonic	
